query_id,outcome,winner_run_ids,confidence,short_rationale
q_011,single_winner,andrew,medium,"C is strongest overall because its top results are most aligned with using LLMs for scientific discovery and domain science workflows (biomedical dataset distillation, HPC, scientific software understanding, time series/industrial science). A is second: it has a few clearly relevant scientific-use papers, but also many off-target benchmarks and language-bias papers. B is mostly broad surveys/efficiency/resource papers with weaker direct relevance to scientific discovery despite decent ranking metrics. D is weakest, with the most generic and least query-specific results and zero pooled-relevant recall."
q_012,single_winner,massimo,medium,"A and B are both fairly strong for a broad RL-for-autonomous-systems query, but A is more consistently focused on autonomous robotics/vehicles/UAVs/spacecraft and has better judged relevance signals. B has the best nDCG@10, but it is helped by a broad survey and includes more generic RL or only loosely autonomous-system papers, with weaker high-relevance and mean relevance. C contains some relevant multi-robot and control papers but also several weaker or only indirectly related items. D is the least aligned overall, with many results drifting to medical, NLP, testing, or other non-autonomous domains."
q_013,single_winner,nomic,high,"D has the strongest overall retrieval quality: best nDCG@10 and mean relevance, with mostly directly on-topic causal inference papers and a good mix of discovery, effect estimation, and counterfactual reasoning. A is also strong and has the best pooled-relevant recall, but its ranking is slightly less sharp and includes more marginal items. C is mixed: it contains several relevant causal inference papers, but also more adjacent interpretability/healthcare items and weaker top-ranked precision. B is clearly weakest, with several off-topic results and substantially lower relevance metrics."
q_014,single_winner,nomic,high,"B is the strongest overall: it has the best support metrics and its top 10 is highly relevant, well ordered, and broad across core AI-for-cybersecurity topics (review, threat detection, data engineering, GAI security, and resilience). A is very close but slightly weaker on all key metrics and has nearly the same topical coverage. C is decent but less consistently relevant, with more niche or peripheral items and lower recall/relevance. D is weakest because it includes a notably off-topic healthcare/pricing result and has the lowest relevance metrics."
q_015,single_winner,massimo,medium,"A and C have the strongest relevance metrics, but A is slightly better overall for this broad query because it keeps perfect relevance while showing somewhat better topical breadth and a more useful mix of core PPML subareas. C is very close, but a bit less diverse. D has decent breadth but weaker ranking quality and a noisier top result. B is clearly the weakest because it includes more off-target items and lower relevance/recall."
q_016,single_winner,massimo,high,"B and C are both strong for the broad query, but B is slightly better ranked and more tightly centered on AI for materials discovery, with very high nDCG and recall. C is also relevant but has more drift into adjacent industrial/planetary topics. D contains some relevant materials-AI papers but is less consistently on target. A is the weakest, with many clearly off-topic papers and low relevance coverage."
q_017,single_winner,massimo,high,"B is clearly strongest: it has excellent top-ranked relevance, the best nDCG/graded relevance, and the highest pooled relevant recall, with several directly on-query human-AI collaboration papers across multiple domains. C is next, also highly relevant but slightly less strong in coverage/ordering and with a bit more drift into adjacent topics. D is moderate: relevant overall but more mixed and less centered on collaboration than C. A is weakest, with many broader or only tangentially related AI papers and the lowest relevance/coverage metrics."
q_018,single_winner,nomic,high,"C is the strongest overall for a broad query on machine learning for genomics: it has the best relevance metrics, the highest pooled relevant recall, and its top results are consistently genomics/ML-focused (genomic medicine, precision oncology, genomic prediction). A is also strong but includes more peripheral cancer-diagnosis and general biomedical ML papers. B is mixed, with several microbiome/virology and general bioinformatics items that are less directly genomics-centered. D is largely generic healthcare ML with minimal genomics coverage."
q_019,single_winner,nomic,high,"A is the strongest overall: it has the best nDCG@10, mean relevance, and high-relevance rate, and its top 10 are consistently on-topic with good breadth across tutoring, policy, assessment, governance, and generative AI in education. D is solid but slightly less focused and slightly weaker on relevance metrics. C is also highly relevant and well ranked, but the set is more repetitive and less diverse, with weaker high-relevance rate than A and D. B is the weakest because its top results include more marginal or off-target items and it has the lowest relevance metrics, despite good diversity."
q_020,single_winner,andrew,medium,"D has the strongest overall mix of relevance and ranking quality, with the best support metrics and several highly pertinent biomedical LLM/foundation-model papers. B is also strong and slightly more directly about foundation models in healthcare, but it includes a clear off-topic finance result and somewhat weaker metrics. A is decent but broader and more generic, with more peripheral healthcare AI/security items. C is substantially less relevant and has much weaker pooled recall and nDCG."
q_021,single_winner,nomic,high,"C is clearly best: every result is on-domain (domain adaptation for computer vision) with strong ranking quality and excellent pooled recall. D is also highly relevant and broad, but slightly less strong overall than C on the supplied metrics. A and B are much weaker, with many off-topic or only loosely related papers; B is the weakest because it has low relevance and zero pooled recall."
q_022,single_winner,massimo,medium,"C has the strongest overall topical fit and the best judged relevance profile, with very high high-relevance rate and a top-heavy list of directly relevant deep-learning time-series forecasting papers. A is also strong and broadly useful, but it includes more mixed items and a slightly lower judged relevance profile. B has good metrics but is weakened by a clearly off-target item near the top and a narrower environmental focus. D is the least aligned overall, with more LLM/systems-oriented papers and lower relevance."
q_023,single_winner,massimo,high,"B is strongest overall: it has the best support metrics by a clear margin and its top results are highly on-topic for graph neural networks in chemistry, especially molecular potentials, long-range molecular graphs, ADMET, and related drug-discovery tasks. C is next best with many similarly relevant chemistry GNN papers, but it is slightly weaker in metrics and topical sharpness/ranking. D is decent but includes more off-topic or less directly chemistry-focused items, and its metrics trail C. A is weakest because it contains several clearly less relevant biology/medical/other graph-learning papers and has the lowest relevance and recall metrics."
q_024,single_winner,massimo,high,"A is the strongest overall for the broad query 'AI for mental health': its top results are highly on-topic, well-ordered, and cover several important subthemes (diagnosis, XAI, suicide prevention, psychosocial interventions, chatbot support). D is also strong and slightly better on some metrics, but it includes a more off-topic COVID paper near the top and is less coherent at rank 2. C has a major off-topic result at rank 2 and much lower pooled recall. B is weakest because its top result is clearly off-topic and its top-10 relevance is much poorer despite decent metric values."
q_025,single_winner,nomic,high,"B has the strongest overall ranking quality: the top results are highly on-topic for multimodal reasoning, with several direct matches (multimodal QA, omni-modal reasoning, knowledge-grounded VQA, entailment trees) placed very high. Its support metrics are also best overall, especially nDCG@10. D is also strong and in some ways more focused in the top half, but it is diluted by more off-topic entries. A is solid but has more mid-list drift into adjacent multimodal topics rather than reasoning specifically. C is clearly the weakest, with several off-topic or weakly related items and much lower relevance metrics."
q_026,single_winner,massimo,high,"B is the strongest overall: it has the best relevance metrics and its top results are tightly aligned with clinical foundation models (e.g., portability of FMs for clinical decision support, multimodal ophthalmic foundation models, pathology informatics, brain foundation models). C is also strong but slightly less focused, with a few clearly off-topic results mixed into the top 10, hurting breadth/precision balance. A contains several partially relevant medical AI papers but is much noisier and less directly about foundation models. D is the weakest, dominated by clinical informatics/data model papers with little direct relevance to clinical foundation models."
q_027,single_winner,andrew,medium,"D has the strongest overall topical fit for the broad query 'multimodal RAG': it includes several directly relevant multimodal RAG / multimodal QA papers (e.g., KG-ViP, multimodal knowledge QA, AT-RAG, the VRD-for-RAG survey) and the best pooled relevant recall. B is also strong and better ranked on average, but is a bit less specifically multimodal RAG-focused. A has some relevant RAG items but more off-topic multimodal papers; C is mostly unrelated multimodal tasks with little RAG coverage."
q_028,single_winner,nomic,high,"B has the best overall balance of relevance and coverage for a broad query on vision-language models in medical imaging: it retrieves the highest pooled-relevant recall, strong mean relevance, and several directly on-topic papers (MedVLM-R1, MedTri, pathology VLM, medical report generation). C and D have higher top-ranked ordering metrics, but their result sets include more off-topic or only loosely related papers and lower coverage. A is the weakest, with lower recall and fewer clearly relevant VLM-for-medical-imaging results."
q_029,single_winner,nomic,high,"B has the strongest overall match to the broad query: it returns many directly relevant graph-ML papers for drug discovery, good topical breadth across ADMET, drug response, molecular property prediction, kinase profiling, and a useful review, and its support metrics are strong across relevance and pooled recall. C is also solid but includes more off-target graph ML papers (e.g., generic GNN/node classification) and has lower recall than B. A is weaker because several top results are clearly off-topic (medical report generation, general industry graph ML, toxicology review), reducing usefulness despite some relevant drug-discovery items. D is the least suitable: it has a very strong top-ranked result, but the remainder is mostly unrelated and its pooled relevant recall is low."
q_030,single_winner,massimo,medium,"B has the strongest overall balance for this broad healthcare FL query: highest mean relevance, highest high-relevance rate, and best pooled-relevant recall, while still maintaining solid ranking quality. D is excellent in ranking quality (best nDCG) and very strong at the top, but is a bit weaker on recall and diversity than B. A is broader and diverse but includes more off-target items, hurting relevance. C is the weakest overall, with the lowest nDCG and weaker top-ranked relevance than the others."
q_031,single_winner,nomic,high,"B has the strongest overall balance of topical relevance, ranking quality, and pooled relevant recall. Its top results are clearly weather-forecasting focused and cover multiple useful subtopics (nowcasting, IoT weather monitoring, typhoon forecasting, monsoon forecasting, weather-model integration). C is next best but is slightly less strong in ranking quality and recall. D is more mixed, with several relevant weather/climate papers but lower recall and weaker overall metrics. A is the weakest due to many off-topic or only tangentially related results despite a few strong weather papers."
q_032,single_winner,nomic,medium,"C has the strongest overall ranking quality and the best blend of topical relevance and coverage for a broad code-generation query, with several code-centric papers appearing relatively high. B is also solid, but its most relevant papers are slightly deeper in the list. A has some relevant code-related items, but more off-target LLM efficiency/HPC papers dilute it. D is the weakest, with mostly unrelated multilingual NLP papers and no meaningful code-generation focus."
q_033,single_winner,massimo,high,"C has the strongest overall ranking quality: the best nDCG@10, the highest mean relevance, tied-best recall, and a good mix of core PPML methods and survey/broader coverage. D is extremely close but slightly weaker in ranking quality and diversity. B has decent relevance but is more mixed, with a notably off-target job-scheduling result at rank 1 and weaker pooled recall. A is the most focused on PPML but misses breadth and has lower recall/ranking quality than the others."
q_034,single_winner,nomic,high,"B is the best overall: it has the strongest topical match to self-supervised learning in robotics, with several highly relevant papers near the top, and it also leads the support metrics (especially recall@10 and nDCG@10). C is also strong and covers the query well, but its ranking quality and recall are slightly worse than B. A contains some SSL-related material but is mostly education/meta-learning and largely off-topic. D is the weakest, with mostly unrelated robotics/education papers and little evidence of self-supervised learning for robotics."
q_035,single_winner,massimo,high,"C is the strongest overall for the broad query: it includes a highly relevant causal representation learning paper at rank 1 and then several additional causal discovery / causal inference papers that match the topic well. A is also good, with the same top paper and a broader set of causal papers, but it is slightly less focused and a bit noisier. D has some relevant causal inference and DAG-aware work, but fewer papers directly aligned to representation learning. B is largely off-topic, dominated by treatment effect, recommendation, medical reasoning, and unrelated modeling papers, with poor relevance coverage."
q_036,single_winner,massimo,medium,"B has the best overall mix of relevance and ranking for the broad query: its top results are directly about protein design, design toolkits, and ML-guided enzyme/protein engineering, and it also has the strongest pooled relevant recall. A is also strong, but it wastes more top slots on clearly off-topic nutrition/pharma items. C contains only a few weakly related protein-design-adjacent items and much unrelated material, while D is largely off-topic."
q_037,single_winner,massimo,high,"C is strongest overall: it has the best nDCG@10 and slightly better top-10 relevance than A, while returning many clearly on-topic diffusion-model applications across science (data assimilation, molecular generation, data expansion, text diffusion, semantic communication). A is also strong and very relevant, but includes more weaker/off-topic diffusion uses and has slightly lower ranking quality. D has some relevant diffusion papers but is diluted by several off-target optimization/forecasting papers. B is the weakest by a wide margin, with almost no pooled relevant recall and mostly unrelated results."
q_038,single_winner,nomic,high,"C is the strongest overall match: it places a highly relevant EHR/EMR-focused paper first and keeps several broadly relevant machine-learning-in-healthcare papers, aligning well with a broad EHR query. B has better pooled recall/high-relevance than A and a more useful spread of clinically relevant ML papers, but its top results are less directly EHR-centered. A is relevant but more mixed and slightly weaker in ranking quality. D is the least aligned, with more off-topic items and the weakest ranking metrics."
q_039,single_winner,massimo,high,"C is the most consistently relevant to foundation models in biology, with multiple directly on-topic biology foundation-model papers and strong coverage/quality. D is also quite relevant but slightly less focused and with more clinical/adjacent items. B has one very relevant paper but the rest are mostly generic ML/bioinformatics rather than foundation models for biology. A is largely off-topic."
q_040,single_winner,andrew,high,"B is strongest overall: it has the best support metrics by a clear margin and its top results are highly aligned with AI in materials science (biomaterials, self-healing materials, phase prediction, microstructure-property ML). D is also very strong and slightly better targeted to materials science than C, with a more materials-centric ordering and similar coverage. C is good but a bit less focused/relevant in its ranking than D. A is weakest, with many results drifting into general AI, pharma, or unrelated applications and the lowest relevance/coverage metrics."
q_041,single_winner,massimo,high,"C is the strongest overall: it has the best ranking metrics and the most consistently climate-risk-relevant results (climate prediction, wildfire, air pollution, emissions, conflict under climate scenarios). D is also fairly climate-focused but is more mixed with general hydrology and dataset papers. A contains several relevant disaster/climate items but is diluted by clearly off-topic health and agriculture results. B is the weakest because most top results are medical risk prediction, with only a small amount of climate/disaster relevance."
q_042,single_winner,nomic,high,"B is strongest overall: it has the best support metrics and its top ranks are highly on-target for graph neural networks in recommendation systems, with good coverage of core GNN-based recommender papers. C and D are both decent, but C is better ordered and slightly stronger on nDCG and relevance than D. A is weakest because several top results are off-topic or only loosely related to the query, despite one or two strong hits."
q_043,single_winner,nomic,medium,"A is the strongest overall for a broad education-oriented LLM query: it keeps several clearly education-focused papers near the top, has the best nDCG among the education-centered systems A/B, and matches B on high-relevance rate and pooled recall while offering slightly better topical diversity. B is close but a bit less well ordered. C and D are more mixed and include more off-target papers; C is slightly better than D because its top results are more education-relevant even though its recall is lower."
q_044,single_winner,massimo,medium,"A has the strongest combination of relevance and ranking: it places two clearly on-topic speech foundation model papers (NaturalSpeech 2 and the codec/SLM paper) within the top 6 and otherwise stays mostly within speech modeling/TTS/enhancement. D is also good but is somewhat less focused, with one off-topic foundation-model-ops paper and weaker placement of NaturalSpeech 2. B contains some relevant speech/LLM items, but several top-ranked results are clearly off-topic biomedical/evaluation papers. C is the weakest because its top results are largely irrelevant to speech foundation models and its few relevant speech items are buried lower."
q_045,single_winner,massimo,medium,"B has the strongest overall balance of relevance and ranking quality for a broad query about trustworthy multimodal AI, with very similar top results to A but slightly better support metrics. A is a close second and arguably a bit more on-theme in some lower-ranked items, but not enough to overcome B’s overall edge. D contains several solid multimodal AI papers, yet it is less consistently centered on trustworthiness. C is the weakest, with more off-topic or low-relevance items and clearly lower metrics."
q_046,single_winner,massimo,high,"B has the strongest overall relevance profile: best nDCG@10, highest high-relevance rate, strong mean relevance, and a top-heavy list with several directly on clinical decision support, diagnosis, and treatment recommendation. C is also strong and very on-topic, but is slightly less well-ranked and less precise than B. D contains several relevant decision-support papers, but mixes in broader/less targeted AI healthcare items and has notably weaker ranking quality. A is the weakest: it includes many implementation/adoption or adjacent-topic papers rather than core medical decision support, with the lowest relevance metrics and least useful topical focus."
q_047,single_winner,nomic,high,"B is the best overall match for a broad query on retrieval-augmented generation for enterprise search: it includes the most directly relevant enterprise/internal-search papers (e.g., proprietary document QA, e-commerce search, enterprise-grade RAG testing) and has the strongest support metrics, especially recall and graded relevance. D is second: it also contains highly relevant enterprise/proprietary-document and RAG robustness papers, but is slightly less focused on enterprise search and has weaker metrics than B. C is mostly general RAG methodology with some query-answering relevance, but less enterprise-search specific. A is the weakest, with several clearly tangential results and the lowest relevance coverage."
q_048,single_winner,massimo,medium,"D and A are both strong, but D is ranked more cleanly around precision medicine/personalized medicine and has the best nDCG@10 while matching A on judged relevance/recall. A is still very strong but includes more tangential items (e.g., surgery, pharmacy) and slightly worse ordering. B has some relevant precision-medicine-adjacent papers but is less focused and weaker on relevance. C is the least aligned overall, with several general healthcare AI/implementation papers rather than precision medicine specifically."
q_049,single_winner,audrey,medium,"B has the strongest overall retrieval quality: best support metrics by a clear margin, high pooled-relevant recall, and a top-10 list packed with directly relevant scientific ML papers in chemistry, molecular modeling, and drug discovery. D is also very relevant and broad, especially with physics-informed ML and ML for materials/biomedicine, but it is slightly less strong on coverage and ranking quality. C is mostly healthcare-oriented and only moderately aligned with scientific machine learning. A is the weakest, with many generic or tangential ML-in-application papers and low judged relevance coverage."
q_050,single_winner,massimo,high,"B is the strongest for the broad query ""embodied AI"": its top results are directly on embodied AI/embodied robotics, with good relevance concentration and the best pooled relevant recall. D also has several truly relevant embodied-AI papers, but after the top ranks it drifts more sharply into unrelated AI topics. C and A are largely off-topic for embodied AI, with A being the weakest overall."
q_051,single_winner,andrew,high,"C is clearly best for this specific query because it includes a directly relevant paper on LLM-driven medical report generation with contrastive learning, and it uniquely achieves pooled relevant recall@10 = 1.0 with the strongest nDCG@10. B and D are only partially related via chest X-ray / contrastive or SSL methods but mostly focus on classification or transfer learning rather than report generation; B is stronger than D on ranking quality and topical fit. A is largely off-topic with no meaningful relevance to contrastive learning for chest X-ray report generation."
q_052,single_winner,nomic,high,"B is the most query-aligned set: it contains highly relevant retinal segmentation papers plus a clear transformer-based domain adaptation retinal OCT paper, and its support metrics are strongest overall (best nDCG@10 and full pooled recall). C also has strong retinal segmentation relevance, but its top results are less consistently aligned with domain adaptation and it is weaker than B on ranking quality. A has some medical segmentation and transformer content but is mostly off-target to retinal/domain-adaptation. D is the least relevant, dominated by broader 3D medical segmentation and unrelated imaging tasks."
q_053,single_winner,nomic,high,"D is strongest because it puts an exact few-shot relation extraction paper at rank 1 and includes another prompt-tuning-related paper near the top, giving the best topical match and useful breadth. B also has the exact relation extraction paper at rank 1, but the rest of the list drifts into generic few-shot learning and only loosely related prompt-tuning work. A and C are largely off-topic for relation extraction with prompt tuning; A has some prompt/personalization/PEFT-adjacent items, while C is mostly unrelated low-shot papers, making C the weakest."
q_054,single_winner,nomic,high,"B is the strongest overall: it has the best pooled relevant recall, strong nDCG, and multiple highly on-topic papers spanning molecular property prediction, ADMET, and uncertainty quantification on graph learning. C is next: it is also well aligned with the query, but covers fewer judged relevant items and has weaker recall. D has the highest nDCG but is more diluted by off-topic items and lower relevance density. A is the weakest, with mostly tangential chemistry/biology papers and the least query focus."
q_055,single_winner,andrew,high,"B best matches the query with a strong combination of long-form QA and RAG/document-answering papers (e.g., OLAPH, enterprise document QA, CoopRAG), and it has the strongest overall ranking quality. A is also relevant and has much better pooled recall than C, but its top results are a bit less on-target for long-document QA. C includes some relevant RAG papers, but its result set is less focused and has weaker metrics. D is largely off-topic despite a high nDCG, with essentially no pooled relevant recall and mostly unrelated retrieval/query-generation papers."
q_056,single_winner,massimo,high,"C is the strongest match: it centers diffusion-model-based inverse problems in medical imaging, has the best nDCG/mean relevance, and good coverage of the pooled relevant set with sensible ranking of highly relevant items near the top. D is also strong and covers the relevant set, but its ordering and average relevance are slightly worse. B contains several inverse-problem medical imaging papers but is less consistently about diffusion models for inverse problems. A is mostly off-topic, with few clearly relevant results."
q_057,single_winner,massimo,high,"D is the strongest overall: it places an explicitly differential-privacy federated-learning paper first and follows with additional healthcare/privacy-relevant results, giving good topical fit and strong ranking quality. B is very close but starts with a less specific brain-tumor FL paper, while A is relevant but less tightly centered on DP/EHR. C is the weakest because its top result is off-topic and the list is broader/less targeted."
q_058,single_winner,nomic,high,"D has the strongest overall retrieval quality: best nDCG@10, full pooled relevant recall@10, and multiple highly relevant AVSR/self-supervised speech papers near the top. C is next best with strong recall and several directly relevant AVSR/SSL items, though some unrelated results dilute precision. B contains some relevant papers but many off-topic HAR/medical items and weaker ranking of the most relevant AVSR results. A is dominated by clearly irrelevant audio/vision papers and has the weakest metrics."
q_059,single_winner,massimo,high,"B is the best match overall: it contains the most directly relevant protein-function paper and several additional protein graph/transformer-based items, giving strong topical alignment despite some off-target results. C is also strong on protein-related content but is a bit less aligned to graph transformers for function prediction. A is mostly time-series and clearly off-topic aside from one PPI paper, while D is largely unrelated to the query."
q_060,single_winner,nomic,medium,"C and A are the only strongly relevant sets, but C has slightly better ranking quality and relevance metrics while keeping the top of the list focused on causal discovery/time-series papers. A is close, with comparable coverage and one extra relevant dynamic-graph paper, but a bit more noise. D is weaker overall and B is largely off-topic."
q_061,single_winner,andrew,high,"D is the strongest overall for this query: it keeps the most relevant multimodal sentiment analysis papers near the top, includes several cross-attention / transformer-based methods, and has the best balance of recall and topical diversity. A is also strong and slightly denser on directly relevant sentiment-analysis papers, but D is broader and more on-target for the transformer/cross-attention aspect. C is good but has more off-target items and weaker mean relevance than A/D. B is clearly weakest because many results are about EEG emotion, depression, or other adjacent tasks rather than multimodal sentiment analysis with cross-attention transformers."
q_062,single_winner,nomic,high,"B is clearly the weakest: low relevance metrics and almost no pooled relevant coverage. A is better, but its top rank is only loosely related and it includes more off-topic items. C and D are both strong, with several directly relevant KGC/contrastive-learning papers near the top and full pooled recall. C edges out D because its early ranking is slightly more focused on the exact topic, while D includes a bit more noise near the lower ranks."
q_063,single_winner,massimo,high,"C is strongest overall for this specific query because it places the most directly relevant FSOD papers with vision-transformer content at the top, including the best-aligned FSOD result first and a ViT object detection paper second. A is very close but slightly weaker in ordering and topical focus. B has some relevant items but more drift and poorer ranking quality. D is largely off-topic, focused on UAV tracking and generic detection rather than few-shot object detection with vision transformers."
q_064,single_winner,nomic,high,"B is strongest: it has the best support metrics overall, including perfect nDCG@10 and pooled relevant recall@10, and its top results are tightly aligned with uncertainty-aware semantic segmentation for autonomous driving. C is also very strong and broadly similar, but B is ranked more cleanly and includes the most directly relevant paper first. A retrieves some relevant papers but is less well ranked and includes more off-topic items. D is largely irrelevant to the query."
q_065,single_winner,massimo,high,"D has the strongest overall relevance and ranking for an offline RL sepsis-treatment query: it places the key sepsis RL paper first and follows with additional sepsis/clinical decision-support papers, giving better topical coherence than the others. A is next best because it also starts with the exact target paper and includes a few somewhat related clinical ML/diagnosis items, but it drifts more into unrelated cloud/care-process papers. B is weaker than A due to more off-topic results and a spurious-looking 2026 medical reasoning paper. C is worst because it includes several largely unrelated pediatric, vaccination, and digital-health papers despite the relevant first result."
q_066,single_winner,massimo,high,"B is the strongest overall: it places two directly relevant document-level event argument extraction papers at ranks 1 and 2, with another IE-related LLM paper at rank 3, giving the best early precision for this specific query. D is also very good and slightly broader, but its rank-2 result is off-topic, which hurts ranking quality despite strong recall. C is only loosely related via general information extraction, while A is mostly off-topic and lacks pooled-relevant coverage."
q_067,single_winner,nomic,high,"D and B are the strongest by a wide margin, but D is slightly better overall: it keeps the same highly relevant table-QA/retrieval/reranking core papers as B, ranks them a bit more cleanly, and has the best support metrics (highest nDCG@10 and full pooled relevant recall). A contains some relevant retrieval/reranking papers but is diluted by several off-topic items and misses more pooled relevant results. C is the weakest, with mostly irrelevant query-processing/SPARQL items and zero pooled relevant recall."
q_068,single_winner,nomic,high,"D is strongest: it returns the most directly relevant causal-inference-for-recommendation and debiasing papers, with the best overall support metrics and full pooled-relevant recall. A is also highly relevant but slightly weaker on ranking/coverage than D. B includes some relevant debiasing and causal papers, but several top results are off-target, so it trails A. C is mostly off-topic causal-methodology papers with no meaningful recommender-system focus."
q_069,single_winner,nomic,high,"D and A are both highly relevant and cover the pooled relevant set well, but D has slightly stronger ranking quality and diversity while keeping the same top relevance coverage. A is still clearly better than B and C because it returns more transformer/time-series anomaly detection papers aligned with the query. B is weaker due to more off-target and generic entries, while C is the least relevant overall and largely lacks transformer-based time-series anomaly detection."
q_070,single_winner,massimo,high,"B is the best match for the query: it places a highly relevant paper on code generation with execution/textual feedback (LeTI) at rank 1, and also includes other decoding- or constraint-related papers. D also has LeTI but is diluted by more off-target results and weaker ranking. C contains some relevant decoding-related items (e.g., speculative decoding, BanglaForge) but is less directly centered on execution-guided code generation. A is largely unrelated to the query."
q_071,single_winner,nomic,high,"D is the most on-topic overall for weakly supervised medical image segmentation, with several directly relevant segmentation papers and the strongest relevance metrics. B is also quite strong and slightly better than A, mainly because it includes more directly relevant weakly/semi-supervised segmentation results and better coverage. A is mixed: it has some relevant segmentation papers, but also several clearly off-target medical AI papers. C is weakest, with multiple off-topic or only loosely related papers and poor pooled relevant recall despite high nDCG. "
q_072,single_winner,andrew,high,"D is strongest because it puts two very relevant papers at the top: a neural reranking paper (ERank) and an academic recommender system on citation data, which match the query’s focus on neural ranking for scientific paper recommendation. B and C are also relevant, but D has better topical alignment and ranking quality. Between B and C, B is slightly better: both surface the key academic recommender paper, but B’s overall set is a bit more focused on recommendation/ranking rather than drifting into neurosurgery and other less relevant topics. A is mostly off-topic biomedical/chemistry content and is clearly weakest."
q_073,single_winner,nomic,high,"D and C are clearly the best, with near-identical top ranks of highly relevant SER/Wav2Vec papers; D edges C by placing the most directly on-topic paper first and maintaining slightly better ranking quality. B contains some relevant SER papers but is much noisier and poorly ordered. A is largely off-topic, with many unrelated talking-head, gaze, ultrasound, and swallowing papers and no useful pooled coverage in the top ranks."
q_074,single_winner,nomic,medium,"A and B are both strong on the exact DDI theme, but A is slightly better aligned overall with the query because it keeps two clearly DDI-focused papers near the top and includes a graph-contrastive-learning paper before drifting. B is close, but more of its middle/lower results are off-target recommendation or generic contrastive-learning papers. C is weaker due more drift into DTI, medication recommendation, and unrelated graph learning. D is the least relevant overall, with only one clearly on-topic DDI paper and several largely off-topic docking/transporter/protein-binding papers."
